ID,DistrictsAndNeighbourhoods,Encoding_3,DistanceToPerformingArts_99,Within5Km_100,Within10Km_101,Within20Km_102,DistanceToPopMusicVenue_103,DistanceToCinema_104,Within5Km_105,Within10Km_106,Within20Km_107,DistanceToSauna_108,DistanceToTanningSalon_109,DistanceToAttraction_110,Within10Km_111,Within20Km_112,Within50Km_113,DistanceToFireStation_114
2199,BU03080005,BU03080005,1.7,1.0,4.1,21.1,10.3,9.8,0.0,1.7,9.6,2.9,1.3,8.3,2.0,9.0,48.8,2.0
2200,BU03080006,BU03080006,1.5,1.1,6.0,21.9,9.6,8.9,0.0,2.8,10.3,2.7,0.9,8.1,2.0,9.0,50.0,1.2
2201,BU03080007,BU03080007,1.3,1.0,6.0,20.2,9.1,8.6,0.0,2.0,8.5,3.2,0.8,8.6,2.0,9.0,50.1,0.7
2202,WK030801,WK030801,1.2,1.0,5.0,18.1,9.3,8.8,0.0,1.6,7.2,4.1,1.3,9.4,1.4,8.0,49.3,1.4
2203,BU03080100,BU03080100,2.3,1.0,5.0,18.0,7.3,6.8,0.0,2.0,7.0,4.9,2.1,10.3,0.1,8.3,50.0,1.4
2204,BU03080101,BU03080101,1.4,1.0,5.3,17.8,8.2,7.8,0.0,2.0,7.0,4.5,1.6,9.8,0.8,8.0,50.5,0.8
2205,BU03080102,BU03080102,0.7,1.0,5.8,18.0,9.0,8.5,0.0,2.0,7.0,4.2,0.9,9.6,1.0,8.0,49.3,0.8
2206,BU03080103,BU03080103,0.3,1.0,5.7,18.0,9.5,9.0,0.0,2.0,7.0,4.0,0.7,9.3,1.8,8.0,48.7,1.2
2207,BU03080104,BU03080104,0.9,1.0,4.2,18.1,10.2,9.8,0.0,1.7,7.1,3.9,1.2,9.2,2.2,8.0,48.3,1.9
2208,BU03080105,BU03080105,1.7,1.0,4.0,19.1,10.7,10.3,0.0,0.0,8.0,3.4,1.6,8.7,2.0,8.0,49.0,2.4
2209,BU03080109,BU03080109,3.0,1.0,3.1,14.9,10.8,10.4,0.0,0.4,6.3,6.5,3.3,8.3,1.3,7.0,48.1,4.0
2210,WK030802,WK030802,2.2,1.0,5.7,20.2,8.1,7.6,0.0,2.0,8.9,4.1,1.8,9.4,1.1,8.6,49.9,1.2
2211,BU03080200,BU03080200,2.2,1.0,5.6,19.2,7.9,7.4,0.0,2.0,8.0,4.3,1.9,9.6,0.8,8.5,50.0,1.2
2212,BU03080201,BU03080201,2.2,1.2,6.0,22.8,8.7,8.1,0.0,2.0,11.3,3.4,1.7,8.7,2.0,9.0,49.8,1.4
2213,WK030804,WK030804,4.4,1.1,5.0,22.9,5.5,5.0,1.5,2.0,11.1,7.1,3.8,9.5,1.2,9.3,49.9,3.0
2214,BU03080400,BU03080400,3.9,1.3,5.0,24.3,7.9,7.3,0.1,2.1,11.9,4.5,3.1,9.2,1.3,9.9,48.5,3.2
2215,BU03080401,BU03080401,4.6,1.0,5.0,22.4,4.6,4.2,2.0,2.0,10.8,8.1,4.0,9.6,1.1,9.0,50.4,2.9
2216,WK030805,WK030805,7.3,0.0,4.0,24.5,8.1,7.3,0.0,2.0,14.0,8.1,6.5,7.6,1.0,13.0,50.1,5.2
2217,BU03080500,BU03080500,7.2,0.0,4.0,24.7,8.1,7.3,0.0,2.0,14.0,8.1,6.5,7.5,1.0,13.0,50.2,5.1
2218,BU03080501,BU03080501,7.4,0.0,3.9,24.2,8.2,7.4,0.0,2.0,14.0,8.2,6.7,7.9,1.0,12.8,50.0,5.5
2219,GM0489,GM0489,2.6,2.0,11.1,29.9,4.8,7.2,0.0,3.6,14.8,3.4,1.9,5.2,4.6,14.4,60.1,2.1
2220,WK048901,WK048901,0.6,2.7,14.3,30.0,3.6,5.9,0.0,5.0,15.0,3.6,0.6,4.5,4.4,15.9,61.1,0.8
2221,BU04890101,BU04890101,0.4,2.9,14.5,30.0,3.6,5.9,0.0,4.7,15.0,3.4,0.4,4.6,4.1,16.0,61.0,0.4
2222,BU04890102,BU04890102,0.9,2.0,11.2,30.0,4.0,6.3,0.0,3.7,15.0,3.6,0.7,4.9,4.0,15.7,61.0,0.7
2223,BU04890103,BU04890103,0.6,3.0,16.4,30.0,3.2,5.5,0.0,6.3,15.0,3.9,0.8,4.2,5.0,16.0,61.1,1.1
2224,WK048902,WK048902,0.9,2.5,12.4,30.0,3.9,6.1,0.0,3.8,15.0,3.9,0.8,4.6,4.2,15.5,61.3,1.0
2225,BU04890204,BU04890204,0.5,3.0,16.1,30.0,3.2,5.5,0.0,6.1,15.0,3.7,0.6,4.2,4.9,16.0,61.0,0.9
2226,BU04890205,BU04890205,0.7,3.0,14.5,30.0,3.6,5.9,0.0,4.7,15.0,3.9,0.6,4.6,4.0,16.0,61.0,1.0
2227,BU04890206,BU04890206,1.1,2.2,10.5,30.0,4.2,6.5,0.0,2.7,15.0,4.0,0.9,4.8,4.0,15.2,61.1,1.0
2228,BU04890207,BU04890207,1.4,2.0,9.1,30.0,4.4,6.6,0.0,2.0,14.9,4.1,1.1,4.5,4.0,15.0,62.0,1.2
2229,WK048903,WK048903,1.6,2.0,9.0,30.0,4.6,6.8,0.0,2.0,14.4,4.3,1.3,5.1,4.0,14.7,61.1,1.4
2230,BU04890308,BU04890308,1.6,2.0,9.0,30.0,4.6,6.8,0.0,2.0,14.4,4.3,1.3,5.1,4.0,14.7,61.1,1.4
2231,WK048904,WK048904,1.8,1.5,8.8,29.4,4.9,7.2,0.0,1.8,14.1,3.8,1.6,5.2,3.9,13.7,61.4,1.6
2232,BU04890409,BU04890409,1.7,1.7,8.9,29.7,4.8,7.0,0.0,1.9,14.2,3.8,1.5,5.0,4.0,13.9,61.4,1.5
2233,BU04890410,BU04890410,2.0,1.1,8.4,28.7,5.2,7.5,0.0,1.4,14.0,3.6,1.9,5.7,3.7,13.0,61.2,1.8
2234,WK048905,WK048905,1.6,1.8,9.0,29.9,4.8,7.1,0.0,2.0,14.1,3.4,1.4,5.7,4.0,13.8,61.0,1.3
2235,BU04890511,BU04890511,1.4,2.0,9.0,30.0,4.7,7.0,0.0,2.0,14.1,3.9,1.3,5.7,4.0,14.0,61.0,1.1
2236,BU04890512,BU04890512,1.5,1.8,9.0,29.9,4.8,7.1,0.0,2.0,14.0,3.2,1.3,5.7,4.0,13.9,61.0,1.2
2237,BU04890513,BU04890513,1.7,1.6,8.9,29.7,5.0,7.3,0.0,1.9,14.0,3.3,1.6,5.6,4.0,13.3,61.0,1.5
2238,WK048906,WK048906,1.7,1.5,8.8,29.9,5.0,7.3,0.0,1.8,14.0,2.4,1.9,6.0,4.9,13.5,61.0,1.5
2239,BU04890614,BU04890614,1.7,1.5,8.8,29.9,5.0,7.3,0.0,1.8,14.0,2.4,1.9,6.0,4.9,13.5,61.0,1.5
2240,WK048907,WK048907,0.7,2.7,13.6,30.0,3.7,6.0,0.0,4.5,15.0,3.6,0.9,4.7,4.4,16.0,60.9,0.9
2241,BU04890715,BU04890715,0.7,2.7,13.6,30.0,3.7,6.0,0.0,4.5,15.0,3.6,0.9,4.7,4.4,16.0,60.9,0.9
2242,WK048908,WK048908,1.1,2.0,9.4,30.0,4.4,6.7,0.0,2.2,15.0,3.1,1.3,5.4,4.8,15.0,60.9,0.9
2243,BU04890816,BU04890816,1.1,2.0,9.5,30.0,4.4,6.7,0.0,2.3,15.0,3.0,1.3,5.3,4.7,15.1,61.0,0.9
2244,BU04890817,BU04890817,1.2,2.0,9.3,30.0,4.4,6.7,0.0,2.0,15.0,3.3,1.4,5.4,5.0,14.9,60.8,1.0
2245,WK048909,WK048909,1.7,2.0,9.2,30.0,4.4,6.8,0.0,2.5,15.0,4.0,1.9,5.4,4.9,14.8,60.1,1.7
2246,BU04890918,BU04890918,1.7,1.7,8.3,30.0,4.9,7.2,0.0,2.0,15.0,3.4,1.9,5.8,5.0,14.2,60.2,1.5
2247,BU04890919,BU04890919,1.9,2.0,8.0,30.0,4.8,7.1,0.0,2.0,15.0,3.8,2.1,5.7,5.0,14.0,60.0,1.7
2248,BU04890920,BU04890920,1.8,2.0,8.6,30.0,4.3,6.6,0.0,2.1,15.0,4.0,1.9,5.3,5.0,15.0,60.0,1.7
2249,BU04890921,BU04890921,1.3,2.3,11.9,30.0,3.9,6.2,0.0,4.1,15.0,4.3,1.5,4.8,4.3,15.9,60.0,1.7
2250,BU04890922,BU04890922,1.6,2.1,10.3,30.0,4.1,6.4,0.0,3.2,15.0,4.4,1.7,5.0,4.7,15.5,60.0,1.9
2251,WK048910,WK048910,1.1,3.0,16.5,30.0,3.1,5.4,0.0,6.3,15.0,4.3,1.3,4.1,5.0,16.0,60.4,1.6
2252,BU04891023,BU04891023,1.1,3.0,16.5,30.0,3.1,5.4,0.0,6.3,15.0,4.3,1.3,4.1,5.0,16.0,60.4,1.6
2253,WK048911,WK048911,1.5,2.2,11.6,30.0,3.9,6.2,0.0,4.0,15.0,4.6,1.7,4.9,4.0,15.9,60.0,1.9
2254,BU04891124,BU04891124,1.5,2.2,11.6,30.0,3.9,6.2,0.0,4.0,15.0,4.6,1.7,4.9,4.0,15.9,60.0,1.9
2255,WK048912,WK048912,4.6,1.3,14.6,29.1,5.3,7.7,0.0,6.1,14.1,3.6,3.4,4.1,4.8,14.0,56.8,3.2
2256,BU04891225,BU04891225,4.4,1.7,15.7,29.6,5.0,7.4,0.0,6.6,14.2,3.4,3.2,3.8,5.0,14.0,57.1,2.9
2257,BU04891226,BU04891226,4.7,1.0,14.0,29.0,5.4,7.7,0.0,6.0,14.0,3.7,3.5,4.1,5.0,14.0,57.0,3.3
2258,BU04891227,BU04891227,4.8,1.1,13.4,28.6,5.5,7.9,0.0,5.6,14.1,3.9,3.6,4.3,4.5,14.0,56.4,3.4
2259,WK048913,WK048913,3.7,1.9,12.7,30.0,5.2,7.5,0.0,5.3,15.0,3.5,2.8,5.1,4.9,14.0,59.6,2.9
2260,BU04891328,BU04891328,3.7,1.9,12.7,30.0,5.2,7.5,0.0,5.3,15.0,3.5,2.8,5.1,4.9,14.0,59.6,2.9
2261,WK048914,WK048914,3.7,1.0,9.0,30.0,5.9,8.4,0.0,2.8,15.0,3.5,2.4,5.7,4.8,14.0,59.9,3.5
2262,BU04891429,BU04891429,3.3,1.0,10.2,30.0,5.6,7.9,0.0,4.0,15.0,3.9,2.7,5.4,4.9,14.0,60.0,3.1
2263,BU04891430,BU04891430,3.7,1.0,10.9,30.0,5.5,7.9,0.0,4.1,15.0,3.8,2.6,5.0,4.8,14.0,60.0,3.3
2264,BU04891431,BU04891431,3.7,1.0,8.1,30.0,6.0,8.6,0.0,2.0,15.0,3.2,2.1,6.0,5.0,14.0,59.9,3.5
2265,BU04891432,BU04891432,4.1,1.0,8.0,30.0,6.3,8.8,0.0,2.0,15.0,3.6,2.4,5.9,4.6,14.0,59.8,3.8
2266,WK048915,WK048915,4.0,1.0,7.7,30.0,5.6,8.8,0.0,1.7,15.0,2.8,0.8,5.9,5.0,14.0,60.0,3.8
2267,BU04891533,BU04891533,4.0,1.0,7.7,30.0,5.6,8.8,0.0,1.7,15.0,2.8,0.8,5.9,5.0,14.0,60.0,3.8
2268,WK048916,WK048916,4.4,1.0,7.9,30.0,6.0,8.9,0.0,1.9,15.0,3.2,0.5,5.6,5.0,14.0,59.8,4.2
2269,BU04891634,BU04891634,4.4,1.0,7.9,30.0,6.0,8.9,0.0,1.9,15.0,3.2,0.5,5.6,5.0,14.0,59.8,4.2
2270,WK048917,WK048917,5.3,0.0,8.5,30.0,6.0,8.4,0.0,2.2,15.0,4.0,1.0,5.1,4.9,14.0,58.0,3.9
2271,BU04891735,BU04891735,5.3,0.0,8.5,30.0,6.0,8.4,0.0,2.2,15.0,4.0,1.0,5.1,4.9,14.0,58.0,3.9
2272,WK048918,WK048918,4.3,1.9,14.0,30.0,5.0,7.4,0.0,5.9,15.0,3.4,1.8,4.5,4.0,14.0,59.1,2.9
2273,BU04891836,BU04891836,4.3,1.9,14.0,30.0,5.0,7.4,0.0,5.9,15.0,3.4,1.8,4.5,4.0,14.0,59.1,2.9
2274,WK048919,WK048919,4.5,3.2,16.8,30.0,4.5,6.9,0.0,7.0,14.8,2.9,2.4,4.3,4.9,14.0,57.8,2.4
2275,BU04891937,BU04891937,4.5,3.2,16.8,30.0,4.5,6.9,0.0,7.0,14.8,2.9,2.4,4.3,4.9,14.0,57.8,2.4
2276,WK048920,WK048920,4.0,3.9,17.0,30.0,4.1,6.5,0.0,7.5,15.0,2.5,3.6,5.2,5.0,14.0,58.8,2.0
2277,BU04892039,BU04892039,4.0,3.9,17.0,30.0,4.1,6.5,0.0,7.5,15.0,2.5,3.6,5.2,5.0,14.0,58.8,2.0
2278,WK048930,WK048930,2.9,3.1,18.0,29.9,3.2,4.4,0.8,7.9,14.9,4.3,2.5,2.8,5.2,15.7,60.1,3.0
2279,BU04893050,BU04893050,4.0,3.0,17.0,30.0,4.7,7.1,0.0,7.0,14.7,3.0,3.1,3.5,5.0,14.0,57.0,2.6
2280,BU04893051,BU04893051,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2281,BU04893052,BU04893052,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2282,BU04893053,BU04893053,1.9,5.0,19.0,30.0,1.9,4.4,1.0,8.0,15.0,3.5,1.8,3.1,5.5,16.0,60.0,2.5
2283,BU04893054,BU04893054,2.8,3.0,18.0,30.0,3.1,4.0,1.0,8.0,15.0,4.7,2.4,2.6,5.2,16.0,60.7,3.1
2284,WK048931,WK048931,2.5,1.1,7.7,29.5,5.6,7.9,0.0,1.5,14.7,2.7,2.5,6.1,4.5,13.6,60.8,1.9
2285,BU04893160,BU04893160,4.7,0.8,7.3,30.0,6.2,9.1,0.0,1.3,15.0,2.6,2.0,6.0,5.0,14.0,59.4,4.4
2286,BU04893161,BU04893161,3.0,1.0,5.8,30.0,6.2,8.5,0.0,1.0,15.0,0.5,2.9,6.6,4.4,13.7,61.0,2.7
2287,BU04893162,BU04893162,3.2,1.0,6.1,28.5,6.4,8.7,0.0,1.0,14.0,1.8,3.3,5.3,3.3,13.1,61.0,1.5
2288,BU04893163,BU04893163,3.2,1.0,7.0,27.9,6.1,7.6,0.0,1.4,13.9,3.6,3.0,5.0,2.5,12.4,61.8,1.7
2289,BU04893164,BU04893164,2.2,1.1,8.1,30.0,5.4,7.8,0.0,1.6,15.0,2.7,2.4,6.4,5.0,13.9,60.6,2.0
2290,WK048950,WK048950,2.6,2.8,11.5,30.0,4.6,6.3,0.0,3.3,15.0,4.4,2.3,4.4,4.0,15.4,60.6,2.1
2291,BU04895070,BU04895070,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2292,BU04895071,BU04895071,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2293,BU04895072,BU04895072,2.0,3.0,10.5,30.0,4.4,5.9,0.0,2.4,15.0,4.8,1.8,3.9,4.0,16.0,61.1,1.9
2294,BU04895073,BU04895073,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2295,BU04895074,BU04895074,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2296,BU04895075,BU04895075,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2297,BU04895076,BU04895076,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2298,BU04895077,BU04895077,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2299,BU04895078,BU04895078,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2300,BU04895080,BU04895080,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2301,BU04895081,BU04895081,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2302,BU04895082,BU04895082,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2303,BU04895083,BU04895083,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .
2304,BU04895084,BU04895084,4.3,2.7,14.7,30.0,4.9,7.3,0.0,6.0,15.0,3.3,3.8,6.0,4.0,14.0,59.0,2.8
2305,GM0203,GM0203,4.7,0.6,1.1,9.7,14.9,15.7,0.0,0.0,3.2,3.8,4.3,4.5,2.6,7.8,45.4,1.8
2306,WK020354,WK020354,2.0,1.0,1.0,10.2,13.8,14.7,0.0,0.0,4.0,2.0,2.0,5.1,2.5,8.1,45.8,2.0
2307,BU02035400,BU02035400,4.0,0.8,1.1,9.6,14.9,15.6,0.0,0.0,3.5,3.9,3.9,5.7,2.7,7.9,45.4,3.0
2308,BU02035401,BU02035401,0.8,1.0,1.0,10.1,13.6,14.8,0.0,0.0,4.0,0.5,0.4,4.1,3.0,9.4,46.1,0.9
2309,BU02035402,BU02035402,0.6,1.0,1.0,10.3,13.5,14.2,0.0,0.0,4.0,0.8,0.8,4.5,3.0,9.8,46.0,1.3
2310,BU02035403,BU02035403,0.8,1.0,1.0,10.0,13.0,14.4,0.0,0.0,4.0,0.8,0.8,4.8,2.8,8.9,47.0,1.6
2311,BU02035404,BU02035404,1.8,1.0,1.0,10.3,14.7,15.3,0.0,0.0,4.0,1.5,1.5,3.4,2.7,9.5,44.9,0.5
2312,BU02035405,BU02035405,1.5,1.0,1.0,10.0,14.4,15.3,0.0,0.0,4.0,1.2,1.2,3.5,3.0,9.1,45.7,0.5
2313,BU02035406,BU02035406,1.9,1.0,1.0,10.0,13.2,15.0,0.0,0.0,4.0,1.8,1.7,5.4,2.8,7.6,47.1,2.4
2314,BU02035407,BU02035407,2.1,1.0,1.0,10.0,14.8,15.9,0.0,0.0,4.0,1.7,1.7,4.1,3.0,8.0,46.0,1.3
2315,BU02035408,BU02035408,1.1,1.0,1.0,10.3,13.3,13.9,0.0,0.0,4.0,1.5,1.4,4.9,2.1,8.6,46.0,1.8
2316,BU02035409,BU02035409,1.5,1.0,1.0,10.0,12.8,14.3,0.0,0.0,4.0,1.4,1.3,5.4,2.0,7.3,47.0,2.1
2317,BU02035410,BU02035410,1.4,1.0,1.0,11.0,14.5,14.8,0.0,0.0,4.0,1.3,1.3,3.8,2.6,9.6,45.0,0.7
2318,BU02035411,BU02035411,2.8,1.0,1.0,10.0,15.5,16.6,0.0,0.0,4.0,2.4,2.4,4.4,3.0,8.0,45.8,1.7
2319,BU02035412,BU02035412,2.6,1.0,1.0,10.0,13.8,15.8,0.0,0.0,4.0,2.6,2.5,5.7,2.6,7.0,47.0,2.8
2320,BU02035413,BU02035413,2.2,1.0,1.0,11.0,14.2,13.8,0.0,0.0,4.0,2.2,2.1,5.0,2.0,9.0,44.9,2.0
2321,BU02035414,BU02035414,2.0,1.0,1.0,10.5,13.0,13.1,0.0,0.0,4.0,2.5,2.4,5.8,2.0,8.5,45.2,2.7
2322,BU02035415,BU02035415,2.7,1.0,1.0,10.0,12.7,14.3,0.0,0.0,4.0,2.6,2.6,6.6,2.0,6.0,45.3,3.4
2323,BU02035425,BU02035425,4.6,1.0,1.0,10.0,17.4,17.0,0.0,0.0,3.3,4.3,4.2,3.7,3.0,9.2,45.2,2.5
2324,BU02035426,BU02035426,4.3,1.0,1.0,10.0,17.1,17.3,0.0,0.0,3.8,3.9,3.9,3.1,3.0,8.6,45.0,3.2
2325,WK020355,WK020355,7.1,0.0,1.0,11.1,18.7,18.1,0.0,0.0,2.4,4.3,6.6,2.0,3.0,6.6,45.0,1.1
2326,BU02035530,BU02035530,7.4,0.0,1.0,9.1,18.5,18.0,0.0,0.0,2.0,4.8,6.7,2.0,2.9,7.0,44.6,1.7
2327,BU02035531,BU02035531,7.0,0.0,1.0,12.9,18.9,18.1,0.0,0.0,3.0,3.8,6.5,1.7,3.0,6.1,46.0,0.4
2328,BU02035532,BU02035532,7.4,0.0,1.0,12.0,19.4,18.6,0.0,0.0,3.0,4.1,7.0,1.7,3.0,6.0,45.4,0.7
2329,BU02035533,BU02035533,7.3,0.0,1.0,12.3,19.1,18.4,0.0,0.0,3.0,3.7,6.9,2.0,3.0,6.1,45.7,0.5
2330,BU02035534,BU02035534,7.3,0.0,1.0,12.4,19.4,18.6,0.0,0.0,2.8,4.1,6.9,1.3,3.0,6.0,45.3,0.8
2331,BU02035535,BU02035535,7.0,0.0,1.1,12.9,18.8,18.0,0.0,0.0,3.0,3.7,6.6,2.4,3.0,6.1,45.8,0.5
2332,BU02035536,BU02035536,7.8,0.0,1.0,9.9,19.8,19.0,0.0,0.0,2.0,4.4,7.4,2.0,3.0,6.0,45.0,1.1
2333,BU02035537,BU02035537,6.3,0.0,1.0,12.0,18.2,17.4,0.0,0.0,2.6,4.4,5.9,2.0,3.0,7.4,45.1,0.8
2334,BU02035538,BU02035538,6.4,0.0,1.0,11.9,18.8,17.9,0.0,0.0,2.3,4.4,6.0,1.5,3.0,7.0,45.3,0.9
2335,BU02035539,BU02035539,6.8,0.0,1.0,11.1,18.2,17.4,0.0,0.0,2.0,4.7,6.4,2.5,3.0,6.6,44.2,1.1
2336,BU02035540,BU02035540,7.0,0.0,1.0,11.6,19.2,18.4,0.0,0.0,2.1,4.4,6.5,1.5,3.0,6.3,45.4,0.9
2337,BU02035541,BU02035541,7.8,0.0,1.0,11.0,18.8,18.9,0.0,0.0,3.0,3.3,7.4,2.8,3.0,6.4,44.9,1.1
2338,WK020356,WK020356,8.1,0.0,0.9,4.9,14.8,18.6,0.0,0.0,1.6,7.9,7.9,4.8,3.2,6.8,45.4,1.9
2339,BU02035650,BU02035650,8.4,0.0,0.8,4.8,15.0,18.8,0.0,0.0,1.4,8.3,8.3,4.4,3.2,6.8,45.4,2.4
2340,BU02035651,BU02035651,7.5,0.0,1.0,5.0,14.4,18.4,0.0,0.0,2.0,7.4,7.4,5.4,3.1,7.0,45.4,0.9
2341,BU02035652,BU02035652,7.1,0.0,1.0,5.3,14.2,17.8,0.0,0.0,2.0,7.0,7.0,5.4,3.3,6.9,45.0,0.9
2342,WK020357,WK020357,15.4,0.0,0.0,7.9,15.6,15.8,0.0,0.0,1.9,8.5,9.2,6.7,1.1,9.7,42.1,0.8
2343,BU02035780,BU02035780,15.5,0.0,0.0,7.7,16.0,16.2,0.0,0.0,1.7,8.3,9.3,6.6,1.2,9.7,42.3,1.2
2344,BU02035781,BU02035781,15.3,0.0,0.0,8.0,15.3,15.5,0.0,0.0,2.0,8.6,9.1,6.8,1.0,9.7,42.0,0.5
2345,WK020358,WK020358,7.3,0.0,2.2,11.0,12.6,11.8,0.0,0.1,2.4,7.1,7.0,3.5,2.3,9.1,45.1,2.2
2346,BU02035875,BU02035875,6.8,0.1,2.3,10.9,13.0,12.2,0.0,0.1,2.7,6.7,6.6,3.8,2.1,9.0,44.4,2.7
2347,BU02035876,BU02035876,7.8,0.0,2.0,11.0,12.0,11.2,0.0,0.0,2.0,7.5,7.5,3.1,2.5,9.6,46.0,1.7
2348,BU02035877,BU02035877,7.8,0.0,2.0,11.0,12.4,11.6,0.0,0.0,2.0,7.6,7.5,3.2,2.3,8.7,46.0,1.5
2349,WK020359,WK020359,11.1,0.0,0.1,5.3,18.9,20.5,0.0,0.0,0.2,7.9,10.5,4.1,3.0,6.7,45.7,3.8
2350,BU02035960,BU02035960,10.9,0.0,0.2,5.0,18.9,20.6,0.0,0.0,0.3,7.9,10.3,4.2,3.0,6.5,45.5,3.8
2351,BU02035961,BU02035961,11.4,0.0,0.0,5.6,18.9,20.5,0.0,0.0,0.1,7.8,10.9,4.0,3.0,7.0,46.0,3.9
2352,WK020360,WK020360,7.0,0.0,5.0,10.9,11.0,10.1,0.0,0.6,2.0,8.7,6.9,5.2,2.4,8.8,46.8,0.8
2353,BU02036070,BU02036070,7.0,0.0,4.2,10.8,11.3,10.4,0.0,0.4,2.0,8.7,6.9,5.3,2.1,8.7,46.3,1.1
2354,BU02036071,BU02036071,6.9,0.0,5.9,11.0,10.6,9.8,0.0,0.9,2.0,8.7,6.8,5.0,2.8,9.0,47.2,0.5
2355,WK020361,WK020361,7.1,0.0,2.0,12.6,12.7,11.8,0.0,0.0,3.7,7.4,6.7,8.6,1.0,9.8,44.4,3.0
2356,BU02036190,BU02036190,6.9,0.0,2.0,12.2,13.2,12.3,0.0,0.0,3.7,7.0,6.7,8.8,1.0,9.5,44.9,3.5
2357,BU02036191,BU02036191,7.2,0.0,2.0,13.0,12.3,11.5,0.0,0.0,3.7,7.7,6.6,8.4,1.0,10.0,44.0,2.7
2358,WK020362,WK020362,14.2,0.0,0.0,4.8,14.5,14.5,0.0,0.0,1.0,13.3,13.9,7.0,1.7,8.0,39.6,6.7
2359,BU02036265,BU02036265,14.1,0.0,0.0,4.7,14.4,14.4,0.0,0.0,1.0,13.5,13.8,7.2,1.5,8.0,39.2,6.8
2360,BU02036266,BU02036266,14.4,0.0,0.0,5.0,14.6,14.6,0.0,0.0,1.0,13.2,14.0,6.8,2.0,8.0,40.1,6.6
2361,WK020363,WK020363,6.1,0.0,2.2,12.8,12.2,11.4,0.0,0.0,3.2,6.2,6.1,7.1,1.0,9.6,45.4,2.0
2362,BU02036395,BU02036395,6.1,0.0,2.2,12.8,12.2,11.4,0.0,0.0,3.2,6.2,6.1,7.1,1.0,9.6,45.4,2.0
2363,GM0888,GM0888,8.1,0.0,2.2,7.9,9.2,7.0,0.0,1.9,6.7,3.1,3.9,7.9,1.1,9.3,16.9,1.8
2364,WK088800,WK088800,8.0,0.0,2.3,7.9,9.0,6.7,0.0,2.0,6.7,3.3,3.6,7.6,1.0,9.3,17.0,1.6
2365,BU08880000,BU08880000,8.3,0.0,2.3,8.0,9.3,7.0,0.0,2.0,6.5,2.7,3.7,8.0,1.0,9.0,17.0,1.1
2366,BU08880001,BU08880001,6.9,0.0,2.0,8.0,7.9,5.6,0.0,2.0,7.2,4.2,2.9,6.5,1.0,9.5,17.0,1.2
2367,BU08880002,BU08880002,7.9,0.0,2.3,7.7,8.9,6.6,0.0,2.0,7.0,4.1,4.0,7.6,1.1,9.9,17.0,3.1
2368,WK088801,WK088801,8.8,0.0,1.6,8.0,11.0,8.7,0.0,1.1,6.6,2.0,5.4,9.5,1.5,9.5,16.1,3.1
2369,BU08880100,BU08880100,9.0,0.0,1.8,8.0,10.7,8.5,0.0,1.2,6.0,2.0,4.7,9.4,1.2,8.0,16.6,2.6
2370,BU08880101,BU08880101,8.7,0.0,1.8,8.0,10.8,8.6,0.0,1.1,7.0,2.1,5.7,9.4,2.0,10.8,16.0,3.2
2371,BU08880102,BU08880102,8.3,0.0,1.9,8.0,10.8,8.6,0.0,1.0,7.0,1.3,5.4,9.3,2.0,10.0,16.0,2.9
2372,BU08880103,BU08880103,8.2,0.0,1.0,8.0,11.5,9.2,0.0,1.0,7.0,0.7,5.5,9.4,1.2,10.0,16.0,3.3
2373,BU08880109,BU08880109,9.4,0.0,1.0,8.0,11.4,9.1,0.0,1.0,6.1,2.4,5.4,10.0,0.1,7.2,16.1,3.3
2374,GM1954,GM1954,7.4,0.1,2.2,7.1,8.9,8.6,0.0,1.8,6.1,8.1,3.4,7.5,1.8,10.4,16.5,2.5
2375,WK195400,WK195400,9.7,0.0,1.0,6.0,9.7,9.7,0.0,1.1,5.0,11.9,2.6,10.4,0.5,9.9,16.4,1.9
2376,BU19540000,BU19540000,10.8,0.0,0.0,6.0,10.9,10.7,0.0,0.0,5.0,13.3,1.9,11.2,0.0,9.9,16.0,1.1
